Game,Date,Game_ID,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at Even Strength,CA at Even Strength,CF% at Even Strength,FF at Even Strength,FA at Even Strength,FF% at Even Strength,FOW at Even Strength,FOL at Even Strength
52,2/9/2024,202402090CHI,NYR,@,CHI,4,3,W,OT,35,6,31,8,45,49,47.90%,33,36,47.80%,19,31
53,2/12/2024,202402120NYR,NYR,vs,CGY,2,0,W,,31,10,29,12,65,48,57.50%,44,34,56.40%,24,15
54,2/15/2024,202402150NYR,NYR,vs,MTL,7,4,W,,31,10,36,8,42,50,45.70%,34,34,50.00%,35,20
55,2/18/2024,202402180NYI,NYR,@,NYI,6,5,W,OT,38,11,41,17,50,58,46.30%,34,49,41.00%,20,37
56,2/20/2024,202402200NYR,NYR,vs,DAL,3,1,W,,26,8,42,8,39,56,41.10%,28,38,42.40%,23,22
57,2/22/2024,202402220NJD,NYR,@,NJD,5,1,W,,18,30,40,17,26,63,29.20%,20,42,32.30%,16,22
58,2/24/2024,202402240PHI,NYR,@,PHI,2,1,W,,24,13,40,15,45,71,38.80%,29,55,34.50%,14,34
59,2/25/2024,202402250CBJ,NYR,@,CBJ,2,4,L,,40,11,41,9,70,65,51.90%,47,53,47.00%,31,27
60,2/28/2024,202402280NYR,NYR,vs,CBJ,4,1,W,,30,9,31,11,59,61,49.20%,40,40,50.00%,25,24
61,3/2/2024,202403020TOR,NYR,@,TOR,3,4,L,SO,35,13,34,11,55,62,47.00%,45,51,46.90%,28,37
62,3/4/2024,202403040NYR,NYR,vs,FLA,2,4,L,,28,6,30,8,39,46,45.90%,25,34,42.40%,22,20
63,3/9/2024,202403090NYR,NYR,vs,STL,4,0,W,,39,4,26,12,60,40,60.00%,45,30,60.00%,19,19
64,3/11/2024,202403110NYR,NYR,vs,NJD,3,1,W,,26,21,20,18,42,39,51.90%,31,30,50.80%,17,10
65,3/12/2024,202403120CAR,NYR,@,CAR,1,0,W,,24,2,28,4,51,62,45.10%,38,41,48.10%,23,24
66,3/14/2024,202403140TBL,NYR,@,TBL,3,6,L,,28,6,28,6,51,51,50.00%,37,32,53.60%,23,27
67,3/16/2024,202403160PIT,NYR,@,PIT,7,4,W,,28,6,37,6,42,61,40.80%,34,45,43.00%,17,25
68,3/17/2024,202403170NYR,NYR,vs,NYI,5,2,W,,31,6,27,2,69,49,58.50%,47,38,55.30%,25,18
69,3/19/2024,202403190NYR,NYR,vs,WPG,2,4,L,,41,6,27,4,65,41,61.30%,49,29,62.80%,24,25
70,3/21/2024,202403210BOS,NYR,@,BOS,5,2,W,,31,6,26,2,57,31,64.80%,37,24,60.70%,23,19
71,3/23/2024,202403230NYR,NYR,vs,FLA,4,3,W,SO,37,4,30,6,54,45,54.50%,37,34,52.10%,20,26
72,3/26/2024,202403260NYR,NYR,vs,PHI,6,5,W,OT,27,6,42,2,48,71,40.30%,34,55,38.20%,31,28
73,3/28/2024,202403280COL,NYR,@,COL,3,2,W,SO,25,4,40,6,50,72,41.00%,35,53,39.80%,24,30
74,3/30/2024,202403300ARI,NYR,@,ARI,8,5,W,,32,6,32,0,48,48,50.00%,38,35,52.10%,26,31
75,4/1/2024,202404010NYR,NYR,vs,PIT,2,5,L,,30,10,20,10,53,42,55.80%,37,32,53.60%,26,20
76,4/3/2024,202404030NYR,NYR,vs,NJD,4,3,W,,41,78,20,88,59,36,62.10%,46,24,65.70%,22,26
77,4/5/2024,202404050DET,NYR,@,DET,4,3,W,,38,8,34,8,53,44,54.60%,40,32,55.60%,23,29
78,4/7/2024,202404070NYR,NYR,vs,MTL,5,2,W,,46,2,28,6,70,48,59.30%,55,40,57.90%,28,19
79,4/9/2024,202404090NYI,NYR,@,NYI,2,4,L,,33,14,28,6,80,42,65.60%,47,36,56.60%,29,28
80,4/11/2024,202404110NYR,NYR,vs,PHI,1,4,L,,25,12,26,12,45,35,56.30%,29,29,50.00%,20,18
81,4/13/2024,202404130NYR,NYR,vs,NYI,3,2,W,SO,43,10,36,2,75,59,56.00%,55,48,53.40%,26,19
82,4/15/2024,202404150NYR,NYR,vs,OTT,4,0,W,,34,4,25,6,46,52,46.90%,35,34,50.70%,18,19
1,10/11/2023,202310110CAR,OTT,@,CAR,3,5,L,,30,14,42,10,37,61,37.80%,31,50,38.30%,21,27
2,10/14/2023,202310140OTT,OTT,vs,PHI,5,2,W,,31,21,21,19,37,36,50.70%,28,22,56.00%,26,18
3,10/15/2023,202310150OTT,OTT,vs,TBL,5,2,W,,38,6,24,8,55,43,56.10%,39,29,57.40%,21,33
4,10/18/2023,202310180OTT,OTT,vs,WSH,6,1,W,,29,13,24,19,47,39,54.70%,31,27,53.40%,20,19
5,10/21/2023,202310210OTT,OTT,vs,DET,2,5,L,,37,21,23,23,49,33,59.80%,39,24,61.90%,24,14
6,10/24/2023,202310240OTT,OTT,vs,BUF,4,6,L,,38,27,24,31,51,37,58.00%,39,28,58.20%,30,24
7,10/26/2023,202310260NYI,OTT,@,NYI,2,3,L,,47,15,38,21,55,54,50.50%,40,35,53.30%,24,23
8,10/28/2023,202310280PIT,OTT,@,PIT,5,2,W,,26,4,43,6,39,68,36.40%,30,47,39.00%,26,25
9,11/2/2023,202311020OTT,OTT,vs,LAK,2,3,L,,26,8,38,6,37,58,38.90%,26,43,37.70%,22,21
10,11/4/2023,202311040OTT,OTT,vs,TBL,4,6,L,,28,11,38,13,41,58,41.40%,31,43,41.90%,21,32
11,11/8/2023,202311080TOR,OTT,@,TOR,6,3,W,,31,4,30,6,46,56,45.10%,35,43,44.90%,18,23
12,11/9/2023,202311090OTT,OTT,vs,VAN,2,5,L,,30,6,16,4,50,36,58.10%,33,20,62.30%,23,16
13,11/11/2023,202311110OTT,OTT,vs,CGY,4,1,W,,38,6,25,10,48,50,49.00%,37,33,52.90%,25,15
14,11/16/2023,202311160OTT,OTT,vs,DET,5,4,W,OT,34,6,41,12,42,62,40.40%,34,50,40.50%,20,30
15,11/18/2023,202311180OTT,OTT,vs,MIN,2,1,W,SO,31,13,25,13,49,40,55.10%,31,28,52.50%,25,14
16,11/24/2023,202311240OTT,OTT,vs,NYI,3,5,L,,31,2,26,6,72,46,61.00%,41,29,58.60%,21,32
17,11/27/2023,202311270OTT,OTT,vs,FLA,0,5,L,,20,94,37,83,33,49,40.20%,21,34,38.20%,25,19
18,12/1/2023,202312010CBJ,OTT,@,CBJ,2,4,L,,43,4,23,10,49,33,59.80%,37,22,62.70%,21,17
19,12/2/2023,202312020OTT,OTT,vs,SEA,2,0,W,,28,6,39,6,34,60,36.20%,29,40,42.00%,22,26
20,12/5/2023,202312050OTT,OTT,vs,NYR,6,2,W,,36,13,35,11,56,42,57.10%,39,33,54.20%,19,29
21,12/7/2023,202312070OTT,OTT,vs,TOR,3,4,L,,41,2,22,4,63,51,55.30%,43,30,58.90%,18,25
22,12/9/2023,202312090DET,OTT,@,DET,5,1,W,,37,17,31,28,56,38,59.60%,39,27,59.10%,32,21
23,12/12/2023,202312120OTT,OTT,vs,CAR,1,4,L,,32,20,28,12,47,52,47.50%,36,38,48.60%,21,27
24,12/14/2023,202312140STL,OTT,@,STL,2,4,L,,34,11,30,9,53,45,54.10%,40,37,51.90%,21,18
25,12/15/2023,202312150DAL,OTT,@,DAL,4,5,L,,29,6,24,6,52,42,55.30%,39,31,55.70%,23,31
26,12/17/2023,202312170VEG,OTT,@,VEG,3,6,L,,25,10,31,10,44,44,50.00%,29,32,47.50%,14,23
27,12/19/2023,202312190ARI,OTT,@,ARI,3,4,L,,22,15,38,15,46,65,41.40%,32,46,41.00%,24,28
28,12/21/2023,202312210COL,OTT,@,COL,4,6,L,,45,10,39,12,57,45,55.90%,38,39,49.40%,20,27
29,12/23/2023,202312230OTT,OTT,vs,PIT,5,4,W,OT,26,14,34,8,34,56,37.80%,26,34,43.30%,14,25
30,12/27/2023,202312270TOR,OTT,@,TOR,4,2,W,,30,11,36,7,49,69,41.50%,39,50,43.80%,24,30
31,12/29/2023,202312290OTT,OTT,vs,NJD,2,6,L,,27,8,30,8,42,50,45.70%,28,33,45.90%,18,21
32,12/31/2023,202312310OTT,OTT,vs,BUF,5,1,W,,31,20,46,16,50,59,45.90%,35,45,43.80%,27,24
33,1/2/2024,202401020VAN,OTT,@,VAN,3,6,L,,38,12,26,2,61,57,51.70%,44,37,54.30%,26,25
34,1/4/2024,202401040SEA,OTT,@,SEA,1,4,L,,33,4,28,8,67,50,57.30%,47,36,56.60%,19,18
35,1/6/2024,202401060EDM,OTT,@,EDM,1,3,L,,30,6,46,6,55,56,49.50%,40,41,49.40%,15,23
36,1/9/2024,202401090CGY,OTT,@,CGY,3,6,L,,33,4,36,6,51,55,48.10%,38,41,48.10%,27,22
37,1/11/2024,202401110BUF,OTT,@,BUF,3,5,L,,28,6,32,8,59,46,56.20%,33,34,49.30%,24,23
38,1/13/2024,202401130OTT,OTT,vs,SJS,5,4,W,,41,4,18,4,78,34,69.60%,50,22,69.40%,23,20
39,1/16/2024,202401160OTT,OTT,vs,COL,4,7,L,,40,10,34,10,74,47,61.20%,50,33,60.20%,37,25
40,1/18/2024,202401180OTT,OTT,vs,MTL,6,2,W,,37,15,23,11,69,44,61.10%,56,30,65.10%,23,26
41,1/20/2024,202401200OTT,OTT,vs,WPG,1,2,L,OT,35,13,29,13,53,43,55.20%,37,30,55.20%,18,20
42,1/21/2024,202401210PHI,OTT,@,PHI,5,3,W,,34,8,25,6,57,37,60.60%,45,24,65.20%,32,21
43,1/23/2024,202401230MTL,OTT,@,MTL,4,1,W,,28,10,25,10,37,43,46.30%,28,30,48.30%,19,20
44,1/25/2024,202401250OTT,OTT,vs,BOS,2,3,L,OT,37,8,23,18,56,38,59.60%,37,26,58.70%,21,21
45,1/27/2024,202401270OTT,OTT,vs,NYR,2,7,L,,31,28,29,14,57,50,53.30%,43,34,55.80%,23,28
46,1/29/2024,202401290OTT,OTT,vs,NSH,4,3,W,OT,35,8,28,8,58,50,53.70%,45,28,61.60%,29,27
47,1/31/2024,202401310DET,OTT,@,DET,3,2,W,OT,25,2,25,6,54,56,49.10%,41,41,50.00%,22,24
48,2/10/2024,202402100OTT,OTT,vs,TOR,5,3,W,,32,0,35,19,57,64,47.10%,42,51,45.20%,22,20
49,2/13/2024,202402130OTT,OTT,vs,CBJ,6,3,W,,30,12,40,14,39,67,36.80%,28,51,35.40%,17,23
50,2/15/2024,202402150OTT,OTT,vs,ANA,1,5,L,,34,8,20,12,51,35,59.30%,39,26,60.00%,22,25
51,2/17/2024,202402170CHI,OTT,@,CHI,2,3,L,,42,2,22,4,71,43,62.30%,52,29,64.20%,25,30
52,2/19/2024,202402190TBL,OTT,@,TBL,4,2,W,,28,7,25,9,61,67,47.70%,38,41,48.10%,31,33
53,2/20/2024,202402200FLA,OTT,@,FLA,2,3,L,OT,30,6,34,4,42,65,39.30%,35,41,46.10%,30,24
54,2/22/2024,202402220OTT,OTT,vs,DAL,4,1,W,,30,4,15,10,47,49,49.00%,40,25,61.50%,27,17
55,2/24/2024,202402240OTT,OTT,vs,VEG,4,3,W,SO,33,6,29,8,63,58,52.10%,44,39,53.00%,27,17
56,2/26/2024,202402260WSH,OTT,@,WSH,3,6,L,,21,6,20,2,52,37,58.40%,26,30,46.40%,21,25
57,2/27/2024,202402270NSH,OTT,@,NSH,1,4,L,,25,11,36,9,41,66,38.30%,28,45,38.40%,25,31
58,3/1/2024,202403010OTT,OTT,vs,ARI,3,5,L,,37,12,30,10,54,50,51.90%,42,37,53.20%,28,27
59,3/2/2024,202403020PHI,OTT,@,PHI,2,4,L,,26,10,40,12,50,47,51.50%,29,39,42.60%,23,19
60,3/6/2024,202403060ANA,OTT,@,ANA,1,2,L,,30,10,16,8,58,36,61.70%,41,23,64.10%,19,13
61,3/7/2024,202403070LAK,OTT,@,LAK,3,4,L,OT,31,2,35,10,46,69,40.00%,31,50,38.30%,25,27
62,3/9/2024,202403090SJS,OTT,@,SJS,1,2,L,,32,8,21,6,59,46,56.20%,43,32,57.30%,24,17
63,3/12/2024,202403120OTT,OTT,vs,PIT,2,1,W,OT,39,9,35,11,60,60,50.00%,47,47,50.00%,22,21
64,3/14/2024,202403140CBJ,OTT,@,CBJ,3,2,W,SO,37,6,37,6,68,66,50.70%,42,46,47.70%,16,28
65,3/16/2024,202403160NYI,OTT,@,NYI,4,3,W,OT,30,6,33,6,48,54,47.10%,35,34,50.70%,25,25
66,3/17/2024,202403170OTT,OTT,vs,CAR,2,7,L,,32,6,38,4,50,61,45.00%,39,48,44.80%,20,20
67,3/19/2024,202403190BOS,OTT,@,BOS,2,6,L,,31,16,26,10,46,46,50.00%,30,31,49.20%,15,35
68,3/21/2024,202403210OTT,OTT,vs,STL,2,5,L,,39,4,27,6,61,33,64.90%,45,26,63.40%,22,18
69,3/23/2024,202403230NJD,OTT,@,NJD,5,2,W,,25,13,20,15,35,32,52.20%,30,23,56.60%,15,22
70,3/24/2024,202403240OTT,OTT,vs,EDM,5,3,W,,16,6,36,8,29,51,36.30%,20,42,32.30%,21,22
71,3/27/2024,202403270BUF,OTT,@,BUF,6,2,W,,42,10,36,10,57,65,46.70%,48,50,49.00%,33,20
72,3/28/2024,202403280OTT,OTT,vs,CHI,2,0,W,,34,4,19,4,58,40,59.20%,43,27,61.40%,22,14
73,3/30/2024,202403300WPG,OTT,@,WPG,3,2,W,,27,10,30,10,44,52,45.80%,33,33,50.00%,20,17
74,4/2/2024,202404020MIN,OTT,@,MIN,2,3,L,,32,10,19,8,58,27,68.20%,39,22,63.90%,33,12
75,4/4/2024,202404040OTT,OTT,vs,FLA,0,6,L,,30,6,31,14,46,52,46.90%,32,36,47.10%,19,18
76,4/6/2024,202404060OTT,OTT,vs,NJD,3,4,L,,28,11,27,15,67,60,52.80%,45,39,53.60%,21,30
77,4/7/2024,202404070WSH,OTT,@,WSH,3,2,W,OT,21,8,22,6,63,38,62.40%,39,29,57.40%,28,18
78,4/9/2024,202404090FLA,OTT,@,FLA,0,2,L,,26,20,30,16,47,31,60.30%,36,18,66.70%,17,16
79,4/11/2024,202404110TBL,OTT,@,TBL,3,2,W,SO,27,12,26,20,52,35,59.80%,32,24,57.10%,16,28
80,4/13/2024,202404130OTT,OTT,vs,MTL,5,4,W,SO,44,6,25,12,62,47,56.90%,46,32,59.00%,22,21
81,4/15/2024,202404150NYR,OTT,@,NYR,0,4,L,,25,6,34,4,54,46,54.00%,34,35,49.30%,19,18
82,4/16/2024,202404160BOS,OTT,@,BOS,3,1,W,,20,6,35,6,33,54,37.90%,24,39,38.10%,10,26
1,10/12/2023,202310120CBJ,PHI,@,CBJ,4,2,W,,37,10,33,8,64,51,55.70%,42,36,53.80%,22,23
2,10/14/2023,202310140OTT,PHI,@,OTT,2,5,L,,21,19,31,21,36,36,50.00%,22,28,44.00%,18,26
3,10/17/2023,202310170PHI,PHI,vs,VAN,2,0,W,,42,20,26,22,48,46,51.10%,39,34,53.40%,17,16
4,10/19/2023,202310190PHI,PHI,vs,EDM,4,1,W,,32,4,23,8,35,44,44.30%,33,27,55.00%,24,23
5,10/21/2023,202310210DAL,PHI,@,DAL,4,5,L,OT,40,23,25,9,61,49,55.50%,47,36,56.60%,28,31
6,10/24/2023,202310240VEG,PHI,@,VEG,2,3,L,,28,6,29,4,57,62,47.90%,38,34,52.80%,24,31
7,10/26/2023,202310260PHI,PHI,vs,MIN,6,2,W,,35,9,28,11,51,57,47.20%,36,41,46.80%,23,22
8,10/28/2023,202310280PHI,PHI,vs,ANA,4,7,L,,30,9,25,13,55,36,60.40%,38,26,59.40%,34,18
9,10/30/2023,202310300PHI,PHI,vs,CAR,2,3,L,,28,2,32,10,40,45,47.10%,36,35,50.70%,13,33
10,11/1/2023,202311010PHI,PHI,vs,BUF,2,5,L,,40,4,15,6,63,36,63.60%,44,24,64.70%,25,26
11,11/3/2023,202311030BUF,PHI,@,BUF,5,1,W,,19,11,22,11,48,41,53.90%,29,30,49.20%,11,18
12,11/4/2023,202311040PHI,PHI,vs,LAK,0,5,L,,24,10,30,8,39,44,47.00%,27,36,42.90%,15,24
13,11/7/2023,202311070SJS,PHI,@,SJS,1,2,L,,39,37,19,37,52,45,53.60%,36,25,59.00%,11,28
14,11/10/2023,202311100ANA,PHI,@,ANA,6,3,W,,36,12,38,6,47,46,50.50%,37,33,52.90%,21,23
15,11/11/2023,202311110LAK,PHI,@,LAK,4,2,W,,26,6,37,8,33,63,34.40%,26,44,37.10%,16,26
16,11/15/2023,202311150CAR,PHI,@,CAR,3,1,W,,24,6,32,2,35,66,34.70%,26,41,38.80%,34,28
17,11/18/2023,202311180PHI,PHI,vs,VEG,4,3,W,OT,38,10,31,23,55,56,49.50%,34,32,51.50%,18,20
18,11/19/2023,202311190PHI,PHI,vs,CBJ,5,2,W,,27,17,22,15,44,46,48.90%,32,35,47.80%,23,20
19,11/22/2023,202311220NYI,PHI,@,NYI,2,3,L,,36,6,25,4,78,45,63.40%,51,32,61.40%,23,31
20,11/24/2023,202311240PHI,PHI,vs,NYR,1,3,L,,37,16,19,34,43,37,53.80%,30,26,53.60%,19,20
21,11/25/2023,202311250NYI,PHI,@,NYI,1,0,W,SO,40,6,25,2,72,59,55.00%,48,36,57.10%,26,31
22,11/28/2023,202311280PHI,PHI,vs,CAR,1,4,L,,29,4,36,4,51,63,44.70%,37,43,46.30%,25,24
23,11/30/2023,202311300PHI,PHI,vs,NJD,3,4,L,OT,47,23,35,12,56,35,61.50%,42,29,59.20%,21,25
24,12/2/2023,202312020PIT,PHI,@,PIT,4,3,W,SO,33,10,32,8,45,52,46.40%,36,37,49.30%,21,32
25,12/4/2023,202312040PHI,PHI,vs,PIT,2,1,W,OT,33,6,32,2,59,56,51.30%,45,44,50.60%,26,22
26,12/7/2023,202312070ARI,PHI,@,ARI,4,1,W,,26,6,26,0,47,59,44.30%,38,41,48.10%,23,23
27,12/9/2023,202312090COL,PHI,@,COL,5,2,W,,34,4,38,2,54,65,45.40%,42,43,49.40%,32,27
28,12/12/2023,202312120NSH,PHI,@,NSH,2,3,L,OT,39,11,22,13,39,54,41.90%,32,31,50.80%,13,22
29,12/14/2023,202312140PHI,PHI,vs,WSH,4,3,W,SO,32,6,30,10,49,48,50.50%,37,33,52.90%,21,24
30,12/16/2023,202312160PHI,PHI,vs,DET,1,0,W,,34,6,32,6,48,55,46.60%,36,36,50.00%,22,22
31,12/19/2023,202312190NJD,PHI,@,NJD,3,2,W,OT,26,2,26,6,46,53,46.50%,37,32,53.60%,18,28
32,12/21/2023,202312210PHI,PHI,vs,NSH,2,4,L,,31,10,31,21,36,46,43.90%,27,36,42.90%,18,21
33,12/22/2023,202312220DET,PHI,@,DET,6,7,L,SO,43,47,37,15,62,56,52.50%,53,40,57.00%,30,31
34,12/28/2023,202312280VAN,PHI,@,VAN,4,1,W,,25,8,27,8,36,45,44.40%,26,29,47.30%,33,15
35,12/29/2023,202312290SEA,PHI,@,SEA,1,2,L,OT,28,4,29,6,44,61,41.90%,33,42,44.00%,16,25
36,12/31/2023,202312310CGY,PHI,@,CGY,3,4,L,,31,4,33,8,51,54,48.60%,32,40,44.40%,30,23
37,1/2/2024,202401020EDM,PHI,@,EDM,2,5,L,,37,8,36,10,35,47,42.70%,29,39,42.60%,16,16
38,1/4/2024,202401040PHI,PHI,vs,CBJ,2,3,L,SO,41,10,28,8,55,45,55.00%,41,29,58.60%,27,22
39,1/6/2024,202401060PHI,PHI,vs,CGY,3,2,W,,42,29,24,25,55,48,53.40%,40,30,57.10%,20,25
40,1/8/2024,202401080PHI,PHI,vs,PIT,1,4,L,,37,16,39,8,55,48,53.40%,39,41,48.80%,28,23
41,1/10/2024,202401100PHI,PHI,vs,MTL,3,2,W,SO,39,2,19,4,76,44,63.30%,51,29,63.80%,28,25
42,1/12/2024,202401120MIN,PHI,@,MIN,4,3,W,OT,35,9,29,11,56,49,53.30%,46,34,57.50%,24,24
43,1/13/2024,202401130WPG,PHI,@,WPG,2,0,W,,36,6,35,4,56,70,44.40%,45,52,46.40%,29,23
44,1/15/2024,202401150STL,PHI,@,STL,4,2,W,,42,6,30,4,71,52,57.70%,53,36,59.60%,27,19
45,1/18/2024,202401180PHI,PHI,vs,DAL,5,1,W,,43,4,15,8,64,39,62.10%,43,20,68.30%,22,21
46,1/20/2024,202401200PHI,PHI,vs,COL,4,7,L,,40,4,25,6,72,35,67.30%,45,24,65.20%,32,17
47,1/21/2024,202401210PHI,PHI,vs,OTT,3,5,L,,25,6,34,8,39,56,41.10%,24,45,34.80%,21,32
48,1/23/2024,202401230PHI,PHI,vs,TBL,3,6,L,,32,8,21,6,62,46,57.40%,47,26,64.40%,26,19
49,1/25/2024,202401250DET,PHI,@,DET,0,3,L,,30,19,17,17,57,29,66.30%,35,17,67.30%,16,27
50,1/27/2024,202401270PHI,PHI,vs,BOS,2,6,L,,37,6,28,6,61,40,60.40%,43,33,56.60%,21,17
51,2/6/2024,202402060FLA,PHI,@,FLA,2,1,W,,25,6,21,4,55,63,46.60%,44,41,51.80%,25,17
52,2/8/2024,202402080PHI,PHI,vs,WPG,4,1,W,,21,11,29,13,35,57,38.00%,20,36,35.70%,24,14
53,2/10/2024,202402100PHI,PHI,vs,SEA,3,2,W,,38,6,19,8,57,37,60.60%,39,19,67.20%,21,25
54,2/12/2024,202402120PHI,PHI,vs,ARI,5,3,W,,34,8,23,14,49,43,53.30%,37,33,52.90%,33,22
55,2/15/2024,202402150TOR,PHI,@,TOR,3,4,L,OT,32,25,28,15,47,48,49.50%,32,34,48.50%,22,25
56,2/17/2024,202402170NJD,PHI,@,NJD,3,6,L,,48,12,40,8,76,59,56.30%,59,42,58.40%,20,34
57,2/21/2024,202402210CHI,PHI,@,CHI,3,1,W,,33,9,22,5,67,47,58.80%,47,30,61.00%,24,22
58,2/24/2024,202402240PHI,PHI,vs,NYR,1,2,L,,40,15,24,13,73,44,62.40%,55,29,65.50%,34,14
59,2/25/2024,202402250PIT,PHI,@,PIT,6,7,L,,21,8,32,10,46,61,43.00%,32,40,44.40%,29,22
60,2/27/2024,202402270PHI,PHI,vs,TBL,6,2,W,,31,4,22,6,48,52,48.00%,38,29,56.70%,27,32
61,3/1/2024,202403010WSH,PHI,@,WSH,2,5,L,,23,10,21,10,52,35,59.80%,33,24,57.90%,24,26
62,3/2/2024,202403020PHI,PHI,vs,OTT,4,2,W,,40,12,26,10,49,48,50.50%,39,29,57.40%,19,23
63,3/4/2024,202403040PHI,PHI,vs,STL,1,2,L,SO,42,6,25,4,63,54,53.80%,46,28,62.20%,24,23
64,3/7/2024,202403070FLA,PHI,@,FLA,2,1,W,,26,4,30,4,57,61,48.30%,39,34,53.40%,23,28
65,3/9/2024,202403090TBL,PHI,@,TBL,0,7,L,,25,43,26,21,49,38,56.30%,33,25,56.90%,27,17
66,3/12/2024,202403120PHI,PHI,vs,SJS,3,2,W,,41,12,29,10,44,35,55.70%,38,28,57.60%,29,16
67,3/14/2024,202403140PHI,PHI,vs,TOR,2,6,L,,28,18,27,16,45,44,50.60%,37,33,52.90%,24,34
68,3/16/2024,202403160BOS,PHI,@,BOS,5,6,L,,29,8,30,10,46,51,47.40%,30,35,46.20%,21,23
69,3/19/2024,202403190PHI,PHI,vs,TOR,4,3,W,,30,11,30,9,41,75,35.30%,34,40,45.90%,17,30
70,3/21/2024,202403210CAR,PHI,@,CAR,2,3,L,OT,32,4,33,6,59,64,48.00%,42,39,51.90%,27,23
71,3/23/2024,202403230PHI,PHI,vs,BOS,3,2,W,,29,4,20,6,51,41,55.40%,42,28,60.00%,22,23
72,3/24/2024,202403240PHI,PHI,vs,FLA,1,4,L,,33,6,15,12,61,22,73.50%,41,17,70.70%,18,20
73,3/26/2024,202403260NYR,PHI,@,NYR,5,6,L,OT,42,2,27,6,72,47,60.50%,55,34,61.80%,28,31
74,3/28/2024,202403280MTL,PHI,@,MTL,1,4,L,,30,10,17,14,48,40,54.50%,30,27,52.60%,22,23
75,3/30/2024,202403300PHI,PHI,vs,CHI,1,5,L,,31,21,24,13,55,38,59.10%,40,28,58.80%,21,17
76,4/1/2024,202404010PHI,PHI,vs,NYI,3,4,L,OT,34,4,27,4,67,54,55.40%,41,36,53.20%,21,24
77,4/5/2024,202404050BUF,PHI,@,BUF,2,4,L,,34,2,19,6,68,51,57.10%,51,35,59.30%,31,12
78,4/6/2024,202404060CBJ,PHI,@,CBJ,2,6,L,,39,6,33,4,65,64,50.40%,52,46,53.10%,25,29
79,4/9/2024,202404090MTL,PHI,@,MTL,3,9,L,,36,2,30,6,74,66,52.90%,55,42,56.70%,32,27
80,4/11/2024,202404110NYR,PHI,@,NYR,4,1,W,,26,12,25,12,35,45,43.80%,29,29,50.00%,18,20
81,4/13/2024,202404130PHI,PHI,vs,NJD,1,0,W,,21,2,20,6,35,48,42.20%,27,26,50.90%,17,19
82,4/16/2024,202404160PHI,PHI,vs,WSH,1,2,L,,28,0,18,2,74,54,57.80%,41,28,59.40%,28,29
1,10/10/2023,202310100PIT,PIT,vs,CHI,2,4,L,,41,8,36,4,63,56,52.90%,49,43,53.30%,32,14
2,10/13/2023,202310130WSH,PIT,@,WSH,4,0,W,,35,13,19,13,59,43,57.80%,44,26,62.90%,32,27
3,10/14/2023,202310140PIT,PIT,vs,CGY,5,2,W,,29,8,36,6,35,70,33.30%,31,49,38.80%,26,29
4,10/18/2023,202310180DET,PIT,@,DET,3,6,L,,33,13,29,13,60,41,59.40%,39,33,54.20%,26,24
5,10/21/2023,202310210STL,PIT,@,STL,2,4,L,,33,4,21,4,78,39,66.70%,52,31,62.70%,21,22
6,10/24/2023,202310240PIT,PIT,vs,DAL,1,4,L,,39,6,34,8,58,52,52.70%,42,43,49.40%,22,25
7,10/26/2023,202310260PIT,PIT,vs,COL,4,0,W,,29,10,31,4,45,47,48.90%,36,39,48.00%,31,17
8,10/28/2023,202310280PIT,PIT,vs,OTT,2,5,L,,43,6,26,4,70,38,64.80%,47,30,61.00%,25,26
9,10/30/2023,202310300PIT,PIT,vs,ANA,3,4,L,,42,6,27,14,59,40,59.60%,43,30,58.90%,29,10
10,11/4/2023,202311040SJS,PIT,@,SJS,10,2,W,,35,12,26,8,57,38,60.00%,39,29,57.40%,25,19
11,11/7/2023,202311070ANA,PIT,@,ANA,2,0,W,,36,6,31,4,55,42,56.70%,40,30,57.10%,31,26
12,11/9/2023,202311090LAK,PIT,@,LAK,4,3,W,OT,20,8,36,6,38,55,40.90%,29,43,40.30%,23,24
13,11/11/2023,202311110PIT,PIT,vs,BUF,4,0,W,,39,4,35,6,59,57,50.90%,47,47,50.00%,25,14
14,11/14/2023,202311140CBJ,PIT,@,CBJ,5,3,W,,41,8,30,2,65,43,60.20%,44,36,55.00%,21,20
15,11/16/2023,202311160PIT,PIT,vs,NJD,2,5,L,,23,2,31,6,45,45,50.00%,36,36,50.00%,21,30
16,11/18/2023,202311180CAR,PIT,@,CAR,2,4,L,,28,6,34,4,49,57,46.20%,37,47,44.00%,25,21
17,11/19/2023,202311190PIT,PIT,vs,VEG,3,0,W,,32,6,38,4,60,62,49.20%,41,49,45.60%,37,23
18,11/22/2023,202311220PIT,PIT,vs,NYR,0,1,L,,32,6,36,10,62,49,55.90%,42,38,52.50%,25,24
19,11/24/2023,202311240BUF,PIT,@,BUF,2,3,L,,33,12,34,8,49,57,46.20%,38,46,45.20%,25,26
20,11/25/2023,202311250PIT,PIT,vs,TOR,3,2,W,,35,6,33,6,62,61,50.40%,45,42,51.70%,21,28
21,11/28/2023,202311280NSH,PIT,@,NSH,2,3,L,OT,31,11,25,9,48,40,54.50%,39,27,59.10%,17,21
22,11/30/2023,202311300TBL,PIT,@,TBL,4,2,W,,29,4,41,2,58,73,44.30%,40,57,41.20%,25,16
